35,100,6138.48
35,1000,5335.81
35,10000,4918.94
35,100000,4848.68
350,100,5609.46
350,1000,4365.36
350,10000,4426.5
350,100000,4469.58
3500,100,5017.63
3500,1000,4224.62
3500,10000,4355.58
3500,100000,4337.21
35000,100,3273.16
35000,1000,4640.79
35000,10000,4284.56
35000,100000,4347.24
